"Département","Circonscription","Première place","Seconde place","Troisième place","Quatrième place"
"Haute-Corse","2e circonscription de la Haute-Corse","<p style='margin:4px;'><span style='background-color:#005CE6; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>DVD</span> François-Xavier CECCOLI (34.05%)</p>","<p style='margin:4px;'><span style='background-color:#777F7F; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>REG</span> Jean-Félix ACQUAVIVA (28.63%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Sylvie JOUART (25.42%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gard","1ère circonscription du Gard","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Yoann GILLET (43.91%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Charles MENARD (29.54%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> <s>Valérie ROUVERAND (20.1%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gard","3e circonscription du Gard","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Pascale BORDES (47.48%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PCF</span> Sabine OROMI (22.91%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Horizons</span> <s>Christian BAUME (19.21%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gard","6e circonscription du Gard","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Sylvie JOSSERAND (42.07%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-Ecologistes</span> Nicolas CADÈNE (28.77%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> <s>Aurélien COLSON (20.73%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Haute-Garonne","1ère circonscription de la Haute-Garonne","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Hadrien CLOUET (45.52%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Elodie HOBET (27.1%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Lola CHAMBELIN (21.32%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Haute-Garonne","2e circonscription de la Haute-Garonne","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Anne STAMBACH-TERRENOIR (40.53%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Jean-Luc LAGLEIZE (27.91%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Frank KHALIFA (26.41%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Haute-Garonne","3e circonscription de la Haute-Garonne","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Agathe ROBY (34.58%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Corinne VIGNON (33.2%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Stéphanie ALARCON (21.38%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Haute-Garonne","5e circonscription de la Haute-Garonne","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Julien LEONARDELLI (39.52%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Horizons</span> Jean-François PORTARRIEU (29.43%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> <s>Sylvie ESPAGNOLLE (27.66%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Haute-Garonne","6e circonscription de la Haute-Garonne","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Arnaud SIMION (34.03%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Nadine DEMANGE-FIERLEJ (30.92%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> <s>Monique IBORRA (29.6%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Haute-Garonne","7e circonscription de la Haute-Garonne","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN-LR</span> Gaëtan INARD (40.37%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Christophe BEX (33.17%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> <s>Elisabeth TOUTUT-PICARD (24.81%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Haute-Garonne","9e circonscription de la Haute-Garonne","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-Ecologistes</span> Christine ARRIGHI (47.53%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Caroline BEOUT (24.89%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Florian DELRIEU (22.36%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Haute-Garonne","10e circonscription de la Haute-Garonne","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Jacques OBERTI (36.24%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Caroline FALGAS-COLOMINA (30.37%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Parti-radical</span> <s>Dominique FAURE (28.99%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gers","1ère circonscription du Gers","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Jean-Luc YELMA (35.71%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Jean-René CAZENEUVE (30.9%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> <s>Pascal LEVIEUX (27.17%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gironde","1ère circonscription de la Gironde","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Thomas CAZENAVE (38.31%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-Ecologistes</span> Céline PAPIN (34.23%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Bruno PALUTEAU (21%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gironde","3e circonscription de la Gironde","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Loïc PRUD'HOMME (49.83%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Ariane ARY (27.75%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Maryvonne BASTERES (19.56%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gironde","5e circonscription de la Gironde","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Grégoire DE FOURNAS (42.32%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Pascale GOT (31.79%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Horizons</span> <s>Stéphane SENCE (18.59%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gironde","6e circonscription de la Gironde","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Marie RECALDE (35.24%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Eric POULLIAT (32.78%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Jimmy BOURLIEUX (27.07%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gironde","7e circonscription de la Gironde","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Sébastien SAINT-PASTEUR (38.5%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Bérangère COUILLARD (33.12%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Clémence NAVEYS--DUMAS (22.43%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gironde","8e circonscription de la Gironde","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Laurent LAMARA (36.86%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Sophie PANONACLE (31.71%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PCF</span> <s>Marylène FAURE (18.7%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gironde","9e circonscription de la Gironde","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> François-Xavier MARQUES (38.54%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Sophie METTE (30.03%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> <s>Corinne MARTINEZ (27.89%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gironde","10e circonscription de la Gironde","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Sandrine CHADOURNE (43.8%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Florent BOUDIÉ (29.96%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-Ecologistes</span> <s>Pascal BOURGOIS (24.29%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Gironde","12e circonscription de la Gironde","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Rémy BERTHONNEAU (38.41%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Mathilde FELD (28.85%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> <s>Pascal LAVERGNE (27.62%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Hérault","1ère circonscription de l'Hérault","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN-LR</span> Josyan OLIVA (34.11%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-Ecologistes</span> Jean-Louis ROUMEGAS (34.04%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Patricia MIRALLES (22.54%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Hérault","3e circonscription de l'Hérault","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Fanny DOMBRE-COSTE (33.9%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Lauriane TROISE (32.28%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> <s>Laurence CRISTOL (29.1%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Hérault","4e circonscription de l'Hérault","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Manon BOUQUIN (41.26%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Sébastien ROME (33%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Horizons</span> <s>Jean-François ELIAOU (22.56%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Hérault","6e circonscription de l'Hérault","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Julien GABARRON (41.05%)</p>","<p style='margin:4px;'><span style='background-color:#005CE6; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>DVD</span> Emmanuelle MÉNARD (27.25%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Magali CROZIER (21.08%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Hérault","9e circonscription de l'Hérault","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN-LR</span> Charles ALLONCLE (36.43%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Nadia BELAOUNI (29.27%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> <s>Patrick VIGNAL (25%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Ille-et-Vilaine","1ère circonscription d'Ille-et-Vilaine","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Marie MESMEUR (42.31%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Nicolas BOUCHER (31.88%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Jeanne REY DU BOISSIEU (17.65%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
